Title,UID,Year,Series,Non-theatrical name (P53),aka,Type,sound/silent,BFI Identifier,BFI link,BFI synopsis,producer,Director,camera/photographer,editor,narrator,Consultant,story,music,gifford_desc,gifford_code,length,Comments,format,Related,From field: Related,Screenings,Sources,Images,Qcodes,BIF_catalogue_1926
The Swallow Tail Butterfly ,SON_0065,1925,Secrets Of Nature,,Swallow-Tail Butterly; The Swallow-Tail Butterfly,Film,silent,19868,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150015199,Life cycle of the swallow-tail butterfly. (NFA Catalogue),,, Charles Head,Maxwell Lefroy,,,,,,,,for Regent,,,,,"Eggs on leaves; a young caterpillar emerges and makes a meal of the egg shell and leaves; its skin is discarded and eaten; it continues eating and the new skin is in turn discarded. Its new skin changes colour; when attacked it ejects a defensive organ from behind its head. The skin is changed again and eaten; details of new coat. It changes to a chrysalis, first spinning a knot and thread of silk to support itself; the skin splits and the butterfly emerges; its wings expand and it flies off.",,,"Shows food and habits of caterpillar, and selection by latter of a suitable place in which to undergo change into chrysalis. It remains here for the winter, to emerge during the following summer as a fully-grown butterfly."
The Swallows ,SON_0066,1925,Secrets Of Nature,,,Film,silent,19879,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150015210,Swallows and their young. Their flight in slow motion. (NFA Catalogue),,,,,,,,,,,,for Regent,,,,,"The swallows build their nests in the loft of an old Surrey mansion. The young are reared, make several trial excursions into the outside world, and at last take flight. Their progress is observed by the caretaker and photographer. The action of swallows in flight is shown by slow-motion photography. ",,,"These swallows built their nest in a loft: the young are reared, make several trial excursions into the outside world, and at last take flight in order to sample life for themselves. The action of swallows in flight is shown by slow-motion photography."
The Golden Eagle ,SON_0068,1926,Secrets Of Nature,,,Film,silent,18659,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024806,"INSTRUCTIONAL. Views of Highlands of Scotland, the home of the Golden eagle (42); the photographers set out and build their 'hide' (144). The eagle's eyrie, with brooding hen (167); mother with young birds (218) which she feeds (254); stale food removed with talons (295). The nest beset by wind during feed (315); the mother broods as night falls (354); next morning she goes off hunting (394). The young birds develope and show plenty of fight when disturbed by the photographer (437). The mother refurbishes the nest (474); the eagle in flight (512); repeat in slow motion (540); a youngster after 10 weeks (597); the parents tempt the youngster from the nest with food (629); eaglets on moors (650); and feeding (671 ft). (Shotlist)",,C. W. R Knight,H. A. Gilbert; Arthur Brook,,,,,,,,,for New Era,,,,,"Views of the Highlands of Scotland, the home of the golden eagle; the photographers set out and build their ""hide"". The eagle's eyrie, with brooding hen; mother with young birds which she feeds; stale food removed with talons. The nest beset by wind during feed; the mother broods as night falls; next morning she goes off hunting. The young birds develop and show plenty of fight when dis- turbed by the photographer. The mother refurbishes the nest; the eagle in flight; repeat in slow motion; a youngsterafter ten weeks; the parents temptthe youngster from the nest with food; eaglet on moors; and feeding.",,,"In spite of the fact that this apparently fierce bird in very shy and builds its eyrie upon the most inaccessible crag it can find, the camera-man was able to obtain many interesting pictures of the mother-bird brooding her eggs, the parents caring for their young, and the young birds leaving the nest at last for the wider life of the moors."
The Life Of A Plant ,SON_0069,1926,Secrets Of Nature,,,Film,silent,35765,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150034312,The Nasturtium. (Synopsis),,F. Percy Smith,,,,,,,,,,for New Era,,,,,,,,
The Puss Moth ,SON_0070,1926,Secrets Of Nature,,,Film,silent,18652,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024799,THE LIFE CYCLE OF THE PUSS MOTH (NFA Catalogue),,,Charles Head,Maxwell Lefroy,,,,,,,,for New Era,,,,,Eggs on poplar or willow leaf; a youngcaterpillar gnawsits wayout ofan egg and feeds on foliage; it casts its skin and changes colour; it devours the empty skin and ejects long whip-like threads when irritated; five weeks later its form has altered considerably; a full grown caterpillar; close-up ofhead and mouth. It searches for a suitable place to prepare a cocoon which it then weaves; it applies liquid to the inner walls; section of completed cocoon; the caterpillar casts off its skin and becomes a hard-shelled chrysalis; the cocoon is tested to withstand 20 lbs. pressure. The moth emerges and expands its wings. ,,,"Depicts the life history of the puss moth, its enemies, and the methods of self-protection which it has adopted."
Round The Empire At The Zoo ,SON_0071,1926,Secrets Of Nature,,,Film,silent,N-9645907,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090798,"Contemporary review: “The varieties of Birds and Beasts which are found only within the limits of the British Empire give us some ideas of the extent of our dominions. We pay a visit to the Zoo with this idea in mind, and our search soon takes us to Canada, India, Africa and Australia.” (Synopsis)",,Mary Field,Jack Parker,,,,,,,,,for New Era,,,,,,,,"The varieties of Birds and Beasts which are found only within the limits of the British Empire give us some ideas of the extent of our dominions. We pay a visit to the Zoo with this idea in mind, and our search soon takes us to Canada, India, Africa and Australia."
Seed Time ,SON_0072,1926,Secrets Of Nature,,,Film,silent,18986,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025816,HIGH SPEED PHOTOGRAPHY USED TO SHOW THE SEED DISPERSAL>METHODS OF VARIOUS PLANTS> (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,"for New Era. Includes Burdock, Enchanters Nightshade, Beggar Tick (plant, not tick), Stone Crop and Goat's Beard ",,,,,"Informative titles introduce shots showing the methods employed by various plants to secure the dispersal of their seeds. The plant movements are shown at 20,000 times their normal speed. The following plants are shown: opium poppy, burdock, enchanters' night shade; beggar tick, blumenbachia, stone crop, ecballium, thistle and goat's beard.",,,
The Gnat ,SON_0073,1926,Secrets Of Nature,,,Film,silent,18662,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024809,MICRO-CINEMATOGRAPHY USED TO ILLUSTRATE THE LIFE CYCLE OF THE MOSQUITO (NFA Catalogue),,F. Percy Smith,,,,,,,,,,for New Era.,,,,,"The gnat, or mosquito, lays its eggs in a boat-shaped mass; the eggs are placed in a bowl of water to demonstrate how its construction renders it unsinkable; the larvae hatch out; a single larva viewed through the microscope; grown larva; head of larva in detail; feeding; breathing under water through tube; it casts its skin and becomes a pupa; theemergenceofamaleandfemale; a ""mosquito-bite""inclose-up.",,,"This film, an example of micro-cinematography, with all the pictures very highly magnified, tells the life story of the common gnat and, among other things, shows precisely what takes place when one received a gnat bite."
An Aquarium In A Wineglass ,SON_0074,1926,Secrets Of Nature,,,Film,silent,18667,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024814,"INSTRUCTIONAL: By means of micro-cinephotography, this film shows how innumerable infusoria result from the placing of a piece of hay in a wine-glass. The tuft of hay is inserted in a glass of pond or tap-water (84). Shots follow of the Barrel animalcule in the eye of a no.5 needle (112) and the wine glass a week later teeming with infusoria (144); the Slipper animalcule and other large forms (175); the two-speed animalcule (197); shots of larger creatures (221); the Trumpet animalcule (297); other mouth-cilia creatures (340); and their attack by other creatures (456); the Bell animalcule (430); and reproductive processes of the mouth-cilia (740) and closing with a medium shot of the whole wine-glass teeming with life. (764). (Shotlist)",,F. Percy Smith,,,,,,,,,,for New Era.,,,,,"By means of cine-microphotography this film shows how innumerable infusoria result from the placing of a tuft of hay in a wineglass of pond or tap-water. Shots include the barrel animalcule, the slipper animalcule, the spiral twister, the trumpet animalcule and the bell animalcule.",,,"This film shows that when a tuft of hay is put in a wineglass full of pond or tap water an aquarium is made which automatically produces both its inmates and the food they eat. Here we see the Barrel Animalcule, the Slipper Animalcule, the Spiral Twister, the Trumpet Animalcule and the Bell Animalcule."
Battle Of The Plants ,SON_0075,1926,Secrets Of Nature,,The Battle of the Plants,Film,silent,18666,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024813,"NATURAL HISTORY. Informative titles introduce shots of various plants illustrating the struggle between plants for existence and methods of seed dispersal. The plant movements are shown at twenty thousand times their normal speed and in ECU. (Synopsis) Main title (6). ""Many of the plant movements are shown at 20,000 times their natural speed"" (16). ""Although the world contains as much vegetation as it can reasonably support, every plant continually endeavours to swamp its neighbours with its offspring. The result is a conflict of indescribable intensity raging in hedgerow....."" (31). Shot of a hedgerow (37). "".....in field....."" (39). Shot of grass in a field (48). "".....and in garden."" (51). Shot of a plant in a garden (60). The following plants and their seeds are then shown: The Opium Poppy (70-105); Snapdragon (120-180); Ice Plants (187-213); Dandelion seeds (219-236); Cress seeds (247-262); Erodium, the Heron's Bill (280-335); Seed from the coat of an animal, showing how the dew on the attached wool assists in germination (346-386); Cucumber seed (400-427); Sunflower seed (437-465); Beans and Vetches (471-506); Dandelions, docks and grasses (514-527); House Leek (540-572); Grass and weeds (580-633); Rape and cress (640-674). The film closes with a shot of a meadow (681). BIF logo (683ft). (Shotlist)",,F. Percy Smith,,,,,,,,,,for New Era.,,,,,"Informative titles introduce shots of various plants illustrating the struggle between plants for existence and methods of seed dispersal. Many of the plant movements are shown at 20,000 times their normal speed. The plants and seeds shown are: the opium poppy; snapdragon, ice plant; dandelion seeds; erodium, the heron's bill; cucumber; sunflower; beans and vetches; dandelions, docks, and grasses; house leek; grass and weeds; rape and cress in a field patch. The film closes with shots of a meadow.",,,
Busy Bees ,SON_0076,1926,Secrets Of Nature,,,Film,silent,18664,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024811,"""INSTRUCTIONAL"". Opens with a shot of blossom and bees (45). The Humble Bee conceals its nest in a dome of grass and moss (67); within reposes a mass of globular cells (90); close shot of a single cell containing a young bee (105); the bee emerges from the cell and runs around to dry its wings (152); it feeds from a store of honey (182) and proceeds to forage for honey to store in a cell for the next bee that emerges (215); it carries fertilizing pollen from one flower to another on its hairy body and legs (237); it stops to clean its body (268). The Mud-plaster Bee makes a solitary nest of mud, inserts food and lays an egg (349); the entrance is sealed and the egg left to look after itself (360). Similar methods are used by the Leaf-cutter Bee which uses decaying wood (501); the larva is hatched from the egg (535) and feeds on the store left by the mother (574); it spins a pupa case (623); close up of a shell in section (642). The young bee gnaws its way out (707) and commences work for the next generation (721). (Shotlist)",,,,,,,,,,,,for New Era.,,,,,"Opens with a shot of blossom and bees. The Humble Bee conceals its nest in a dome of grass and moss; within reposes a mass of globular cells; a single cell containing a young bee; the bee emerges from the cell, feeds from a store of honey and proceeds to forage for honey to store in a cell for the next bee that emerges. The Mud-plaster Bee makes a solitary nest of mud, inserts food and lays an egg; the entrance is sealed and the egg left to look after itself. Similar methods are used by the Leaf-cutter Bee which uses decaying wood; the larva is hatched from the egg and feeds on the store left by the mother; it spins a pupa case. The young bee gnaws its way out and commences work for the next generation. ",,,"These pictures show the marvellous industry of the Bee, the ingenuity it exercises in making its home, and the ordered programme of life that it appears to follow."
The Emperor Moth ,SON_0077,1926,Secrets Of Nature,,Emperor Moth,Film,silent,18661,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024808,"INSTRUCTIONAL. Heather, on which the Emperor moth caterpillar feeds, is shown with a cluster of eggs in its top shoots (64); the eggs hatch and a young caterpillar gnaws its way through the shell and emerges (134); the whole colony of young caterpillars congregate on the top shoots (166); a young caterpillar feeding alone (190); close-up, with details of bristles (261). Later stages (309); feeding, with head in close-up (322); it weaves a cocoon (467); section showing how cocoon works (490); section showing caterpillar inside (521); it casts its old skin (554); the moth emerges (623) and wings unfold (756 ft). (Shotlist)",,H. M. Lomas,,,,,,,,,,for New Era.,,,,,"Heather, on which the emperor moth caterpillar feeds, is shown with a cluster of eggs in its top shoots; the eggs hatch and a young caterpillar gnaws its way
through the shell and emerges; the whole colony of young caterpillars congregate on the top shoots; a young caterpillar feeding alone; close-up, with details of bristles ; later stages, feeding, with head in close-up; it weaves a cocoon; section showing how cocoon works; section showing caterpillar inside; it casts its old skin; the moth emerges; its wings unfold.",,,"This film shows the food and habits of the caterpillar, the construction of a cocoon, the long ‘pupa’ stage and the final emergence of the moth, to flit about among the heather which nourished it in its caterpillar days."
Magpie,SON_0078,1926,Secrets Of Nature,,,Film,silent,N-9645908,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090799,"Contemporary review: “Born among the branches of a thorn bush, this magpie was only two weeks old when fate found a new home for him. He settled down in it happily enough, and was soon enjoying many luxuries. He was always in mischief, but this did not detract from his essential charm.” (Synopsis)",,,Charles Head,,,,,,,,,for New Era.,,,,,,,,"Born among the branches of a thorn bush, this magpie was only two weeks old when fate found a new home for him. He settled down in it happily enough, and was soon enjoying many luxuries. He was always in mischief, but this did not detract from his essential charm."
The Phantom,SON_0079,1926,Secrets Of Nature,,,Film,silent,18651,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024798,THE LIFE CYCLE OF THE LARVA OF THE PHANTOM-FLY (NFA Catalogue),,,F. Percy Smith,,,,,,,,,for New Era. Profiles smaller gnats. Re-edited with new shots in 1930,,,,,"A spiral of eggs in a disc ofjelly, the first stage of the phantom-fly, a species of gnat. Hatching, the larvae forcing their way through the jelly; a close-up of their transparent state and details ofthe head and tail. The larvae offlies which are also transparent, but are betrayed by solid food in the intestine; the phantom larva ejects the remains of its victims through its pharynx at the top of its throat. The phantom's digestive processes; the phantom's head and movements; the claws of the tanypus; the larvae of the false phantom; its antennae and its pupa. The phantom larva casts its skin and becomes a pupa; it floats upright, goes black in the face, rises to the surface and a female emerges in fifteen seconds. The male, which is distinguished by its plumed antennae.",,,"Phantom flies are extraordinarily transparent in the water, and it is this curious characteristic that has earned for them their name. This film shows the development and habits of the Phantom, and its cousin, the False Phantom, and the manner in which they retain their transparency."
Phantoms,SON_0145,1926,Secrets Of Nature,,,Film,sound,,,,,Mary Field,F. Percy Smith,,,,,,,,,,,,,,,,,
The Story Of The Grasses ,SON_0080,1927,Secrets Of Nature,,Story of the Grasses,Film,silent,10757,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150007291,The birth and development of grasses with some speeded up sequences (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,for New Era.,,,,,"Many of the plant movements are shown at 20,000 times their normal speed. The birth of the grasses. An oat-seed is laid open, with roots sprouting; the roots reach manyinches belowthe soil ; each root is covered with a fringe of organs which reach out to extract nourishment; they avoid stones. Corms, in which food supplies are stored and from which new growth arises are then shown. With extra energy derived from corms a spike ofgrass can overthrow and uproot other plants. Blades of grass are protected by saw-like edges. The flower spike of the grass appears from a sheaf of leaves and expands under the sun's rays. From each spikelet appear little anthers bearing pollen; as each load of pollen is taken away another takes its place; the pollen is carried away by the wind. Feathery stigmas are connected with immature seeds which expand and catch the pollen. Filaments of the seed of the farmer's oat are shown which, falling on the ground upside down, has difficulty with its roots and perishes on a smooth surface. The wild oat fends for itself; when the seed has settled in, the life cycle of the grass begins afresh.",,,
The Story Of Cecropia ,SON_0081,1927,Secrets Of Nature,,Story of Cecropia,Film,silent,N-9645910,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158090801,"Life cycle of Attacus Cecropia, a large North American moth (Synopsis)",,,Charles Head,,,,,,,,,for New Era. ,,,,,,,,"""The Story of Cecropia"" is the life tory of one of the largest silk moths of North America, Attacus Cecropia. The whole cycle of moth, caterpillar, chrysalis and moth is vividly shown."
The Ant-Lion ,SON_0082,1927,Secrets Of Nature,,,Film,silent,18577,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024038,"INSTRUCTIONAL. Opens with a view of hills in Southern Europe, the habitat of the Ant-lion (45) followed by close shots of three Ant-lions and their movements backwards (83); the larva and detailed study of the jaws (110); use of jaws for attack (121); the Ant-lion digging and burrowing into sand (186); awaiting prey (212); attacking wood-ant (255) and ear-wig (307); movement below sand (328) and climbing stone (362); weaving cocoon (445); change to pupa (507); emergence of perfect fly (558); which climbs up a branch and hangs whilst its wings expand(643); the final form, rather like a dragon fly (654). (NFA Catalogue)",,Mary Field,Charles Head,,,,,,,,,for Pro Patria,,,,,"A view of hills in Southern Europe, the habitat of the ant-lion. Three ant-lions; the larva and detailed study of the jaws; use ofjaws for attack; the ant-lion digging and burrowing into sand; awaiting prey; attacking wood-ant and ear-wig; movement below sand; climbing stone; weaving cocoon; change to pupa; emergence of perfect fly; which climbs up a branch and hangs whilst its wings expand; the final form, rather like a dragon fly.",,,
Floral Co-Operative Societies ,SON_0083,1927,Secrets Of Nature,,Floral Co-operative Society,Film,silent,18589,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024050,"INSTRUCTIONAL. Shows how the sexual elements of various pollen flowers operate, and how the petals ('The Advertisers') co-operate with the yellow pollen grains, or male fertilizing cells ('The Workers'), by attracting insects to carry the pollen to fertilize the female element of another plant. The flowers shown include the Dandelion, Globe Thistle, Daisy, Cornflower, Carline Thistle and Everlastings. The film concludes by showing how man's cultivation of petals must necessarily be at the expense of the seed-head (747 ft). (Shotlist)",,Mary Field,F. Percy Smith,,,,,,,,,for New Era.,,,,,"Shows how the sexual elements of various pollen flowers operate, and how the petals (""The Advertisers"") co-operate with the yellow pollen grains, or male fertilising cells (""The Workers""), by attracting insects to carry the pollen to fertilise the female element of another plant. The flowers shown include the dandelion, globe thistle, daisy, cornflower, carline thistle and everlastings. The film concludes by showing how man's cultivation of petals must necessarily be at the expense of the seed-head.",,,
The Nursery Of The Cormorant ,SON_0084,1927,Secrets Of Nature,,,Film,silent,18594,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024055,CORMORANTS> NESTING ON AN ISLAND OFF THE COAST OF WALES>; THEYOUNG ARE SHOWN FROM HATCHING TO ABOUT THREE WEEKS (NFA Catalogue),,Mary Field,,W. P. Pycraft,,,,,,,,for Pro Patria,,,,,"Views of the west coast of Wales; an island of cormorants. The photographer lands by boat in fine weather. Grey seals on the rocks; black-backed gulls. The cormorant's nest and eggs and other nests on the cliffs. The photographer chooses a site and builds his hide. The female cormorant awaits her mate, who flies in; five eggs in the nest. The nest is guarded whilst the female broods. Agull watches for an opportunity to snatch an egg and is successful. The young cormorants are hatched; the young in close-up showing details of ""egg-tooth"" on beak. Five-day old fledglings; the mother shelters them from the sun with her wings; a bird pants in the sun. The young are fed on pre-digested tit-bits. Three-week-old birds are then shown, grouped on the top of a cliff ready to fly, swimming and diving for food.",,,"""The Nursery of the Cormorant"" takes us to Cormorant Isle, off the west coast of Wales, and shows with wonderful clearness the rearing of baby cormorants on the precipitous rock."
Plant Magic ,SON_0085,1927,Secrets Of Nature,,,Film,silent,18596,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024057,MICRO-CINEMATOGRAPHY USED SHOW HOW PLANTS TRANSFORM THEIR SECRETIONS INTO OTHER SUBSTANCES (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,for New Era,,,,,"Micro-cinematography is used to show shots of plants and plant secretion at 200 times normal speed. A flower head opens and roots collect water. Carbonic acid is absorbed through the cells of leaves. This water and gas is converted to grape-sugar by sunshine and is in turn conjured into non-soluble starch-grains. The potato turns the grains back to a sugar solution which it absorbs through the cell walls; the oak makes gallic acid which crystallises; crystals of vanillin made by the vanilla bean are then shown; the tea plant forms caffeine; the gum Benjamin, Benzoic acid, salicin from willow tree; camphor crystals; cocaine; and asparagine. Saltpetre, epsom salts, an old bone, a piece of iron and a glass of soda water are put together by a man, but he can make nothing from them; a rose-head is shown to show what the plant can produce.",,,
The Praying Mantis ,SON_0086,1927,Secrets Of Nature,,Praying Mantis,Film,silent,18598,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024059,THE LIFE-CYCLE AND HABITS OF THE PRAYING MANTIS> (NFA Catalogue),,Mary Field,Jack Parker,,,,,,,,,for New Era. ,,,,,"Three of the species are shown, followed by a close-up of the forelegs. The praying mantis feeds onliving creatures; it stalks its preywhich becomes hypnotised by the appearance of its attacker. The mantis changes from larva to pupa and from pupa to a perfect insect; its final form, with details of wings. The male prepares for courting; two females fight for his attention; the female gazes fixedly at her lover during courting. The female prepares her nest of foam, deposits her eggs and leave them.",,,
The Story Of A Glass Of Water ,SON_0087,1927,Secrets Of Nature,,,Film,silent,18602,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024063,Mico photography of organisms in water and how they are filtered out from drinki ng water. (Synopsis) HOW SCIENCE AND NATURE COMBINE TO PURIFY WATER> IN A RESERVOIR. MICRO-CINEMATOGRAPHY SHOWS THE BACTERIA PRESENT IN THE WATER (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,for New Era,,,,,"Cinematography, at 20,000 times normal size and introduced by informative titles, show how science and nature produce pure drinking water. A reservoir; shots of various forms of life in water including the water-flea, cypris, volvox and amoeba. These are eliminated by mechanised filters of sand and pebbles which are drained and cleaned regularly. Bacteria, which is prevented from filtering through the sand by allowing a film to grow on the surface of the water, partly made ofweeds containing myriads ofcells; these produce bubbles of oxygen which help purify the water. Other creatures which trap the bacteria are diatoms. A jug and glass of pure drinking water. ",,,
The Romance Of The Flowers ,SON_0088,1927,Secrets Of Nature,,,Film,silent,18601,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024062,THE POLLINATION AND FERTILISATION OF SOME FLOWERING PLANTS (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,Pro Patria. ,,,,,"The opening up of a flower-head; a close-up of the pollen; bees attracted by the bloom. In order to protect the pollen from rain andyet remain accessible to insects the snowdrop hangs down and the opening bloom is shown from below; a bee enters. The tulip closes its petals making a rainproof join. The spider-wort fertilises itself—the anthers withdraw, the stigma follows, and the petals close against the weather. Monkshood and the snapdragon visited by bees. Some plants use their anthers as catapults and shoot out the pollen from a rainproof sheath, which is illustrated by the poor man's orchid. The lupin and other plants have a device which is worked by the weight of insects. The meadow sage. When a flower has been fertilised the petals wither.",,,"""The Romance of the Flowers"" gives a wonderful insight into the manner in which flowers protect their pollen, and how that pollen is carried by insects and sometimes by wonderful mechanical arrangements in the flower itself to the female of the species. It is perhaps the must effective and entertaining of the series."
Denizens Of The Garden ,SON_0089,1927,Secrets Of Nature,,,Film,silent,18583,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024044,"INSTRUCTIONAL. Opens with shots of two men digging in a garden (79) followed by a close shot of the Devil's Coach Horse (125); it eats a caterpillar (166); rears its tail like a scorpion (186); hides under a rock (218), digs (244). Shots follow of the egg (273) which the female covers with earth (291); the young larva emerges (390); obtains food and shelter (438); repels and attack (476); close shots of oval cell under stone where it remains during the winter months (501) and finally it emerges as a full grown beetle (545). Close shots follow of the Earwig with eggs (582); a female builds a nest (635) transfers the eggs (673); repels an attack (705); shots follow of young earwigs (732) in close up (748); with details of wings (776 ft). (Shotlist)",,Mary Field,E. E. Warneford,,,,,,,,,,,,,,"Two men digging in a garden; close shot of the devil's coach horse beetle; it eats a caterpillar, rears its tail like a scorpion, hides under a rock and digs. The egg which the female covers with earth; the young larva emerges, obtains food and shelter and repels an attack. The oval cell where it remains during the winter; it emerges as a full grown beetle. The earwig with eggs; a female builds a nest; transfers the eggs; repels an attack. Young earwigs with details of their wings.",,,"""Denizens of the Garden"" introduces us to the lile of the devil's coach-horse and also the earwig. The method of bringing up their young and protesting themselves is shown."
The Plants of the Pantry,SON_0090,1927,Secrets Of Nature,,Plants of the Pantry,Film,silent,18597,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024058,Micro-cinematography used to show the growth of mould. (NFA Catalogue),,F. Percy Smith,,,,,,,,,,Pro Patria. ,,,,,"Micro-cinematography is used to show shots of the growth of mould plants. Informative titles precede the shots which are taken at 200-20,000 times normal speed. Mould is first shown on cheese; flies distribute moulds; their tracks are shown with ""footprints"" which ""live"" and germinate. Each individual spore produces a plant; inner spores wait until the outer have grown. Mould plants grown in all directions; when flooded, mould breaks up until stranded on other food; when dry it puts out branches to grasp the last drop ofmoisture. It develops its fruit; a closer view; it ripens, turns black and finally becomes a ball of spores ready for distribution. Related spore plants do not marry but embrace on meeting. Unrelated plants marry and consummate producing a giant cell which raises a ball of spores and results in further growths which quickly germinate to form new plants.",,,"""Plants of the Pantry"" shows the amazing growth of mould in decaying food sub-siances, such as cheese; the way it propagates and spreads. The designs thus formed are remarkably beautiful."
The Story Of A Leaf ,SON_0091,1927,Secrets Of Nature,,The Story of The Leaf,Film,silent,18603,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150024064,THE BASIC FUNCTION OF LEAVES> AND THE SPECIALISATIONS SEEN IN PLANTS> SUCH AS THE NETTLE AND THE ICE-PLANT (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,Pro Patria. ,,,,,"Horse chestnut leaves opening in early spring; the nettle, with the poison in the sting shown flowing at 200 times its normal speed; how the sting stings. How leaves serve the main plant. The ice-plant stores waterin special cells; woodsorrel folding its leaves to prevent evaporation. The skeleton framework of a leaf which assists in providing nourishment to the main plant; ""stomata"" or breathing cells; the work of other cells; chlorophasts; at autumn the leaves die.",,,"""The Story of the Leaf"": Few people can bave a conception before seeing this picture of the part the lenf plays in relation to the stem; hov it retains moisture and provides the parent stem with nourishment from sun and air. The breathing cells of the "" stomata"" of the leaf are shown and also their circulation. It is a fine piece of nature photography."
The Iris Family ,SON_0092,1929,Secrets Of Nature,,Iris Family,Film,silent,14672,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150022747,Secrets of nature series. (Synopsis) Flowers belonging to the iris family. (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,Pro Patria. Silent version. Sound in 1930.,,,,,,,,
Scarlet Runner and Co,SON_0093,1929,Secrets Of Nature,,,Film,silent,15158,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150025507,Secrets of Nature series documentary. (Synopsis) THE DEVELOPMENT OF THE BEAN FROM SEED IS SHOWN WITH THE AID OF TIME-LAPSE CINEMATOGRAPHY (NFA Catalogue),,Mary Field,F. Percy Smith,,,,,,,,,Pro Patria. Profiles an unusual pollination process of a flower. Bertie the bee (stop motion animation) makes a cameo. Silent. Sound version in 1930.,,,,,,,,
Springtime At The Zoo ,SON_0094,1929,Secrets Of Nature,,,Film,silent,N-9623082,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/158067419,,,Mary Field,,,,,,,,,,Pro Patria. Silent. Sound version in 1930.,,,,,,,,
The Frog,SON_0095,1929,Secrets Of Nature,,,Film,silent,30276,https://collections-search.bfi.org.uk/web/Details/ChoiceFilmWorks/150041365,Life history of the Frog. Secrets of Nature series. (Synopsis),,Mary Field,F. Percy Smith,,,,,,,,,Pro Patria. Silent. Sound version in 1930.,,,,,,,,
